dalil,isu
" وَمَن يُطِعِ ٱللَّهَ وَٱلرَّسُولَ فَأُو۟لَـٰٓئِكَ مَعَ ٱلَّذِينَ أَنْعَمَ ٱللَّهُ عَلَيْهِم مِّنَ ٱلنَّبِيِّـۧنَ وَٱلصِّدِّيقِينَ وَٱلشُّهَدَآءِ وَٱلصَّـٰلِحِينَ ۚ وَحَسُنَ أُو۟لَـٰٓئِكَ رَفِيقًا 
 Siapa yang menaati Allah dan Rasul (Nabi Muhammad), mereka itulah orang-orang yang (akan dikumpulkan) bersama orang-orang yang dianugerahi nikmat oleh Allah, (yaitu) para nabi, para pencinta kebenaran, orang-orang yang mati syahid, dan orang-orang saleh. Mereka itulah teman yang sebaik-baiknya. 
[Q.S. An-Nisa (4) : 69]"," Siapa yang menaati Allah dan Rasul (Nabi Muhammad), mereka itulah orang-orang yang (akan dikumpulkan) bersama orang-orang yang dianugerahi nikmat oleh Allah, (yaitu) para nabi, para pencinta kebenaran, orang-orang yang mati syahid, dan orang-orang saleh. Mereka itulah teman yang sebaik-baiknya. "
" ذَٰلِكَ ٱلْفَضْلُ مِنَ ٱللَّهِ ۚ وَكَفَىٰ بِٱللَّهِ عَلِيمًا 
 Itulah karunia dari Allah. Cukuplah Allah Yang Maha Mengetahui. 
[Q.S. An-Nisa (4) : 70]", Itulah karunia dari Allah. Cukuplah Allah Yang Maha Mengetahui. 
" يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ خُذُوا۟ حِذْرَكُمْ فَٱنفِرُوا۟ ثُبَاتٍ أَوِ ٱنفِرُوا۟ جَمِيعًا 
 Wahai orang-orang yang beriman, bersiap siagalah dan majulah (ke medan pertempuran) secara berkelompok-kelompok atau majulah bersama-sama (serentak). 
[Q.S. An-Nisa (4) : 71]"," Wahai orang-orang yang beriman, bersiap siagalah dan majulah (ke medan pertempuran) secara berkelompok-kelompok atau majulah bersama-sama (serentak). "
" وَإِنَّ مِنكُمْ لَمَن لَّيُبَطِّئَنَّ فَإِنْ أَصَـٰبَتْكُم مُّصِيبَةٌ قَالَ قَدْ أَنْعَمَ ٱللَّهُ عَلَىَّ إِذْ لَمْ أَكُن مَّعَهُمْ شَهِيدًا 
 Sesungguhnya di antara kamu pasti ada orang yang sangat enggan pergi (ke medan pertempuran). Jika kamu ditimpa musibah, dia berkata, “Sungguh, Allah telah menganugerahkan nikmat kepadaku karena aku tidak ikut berperang bersama mereka."" 
[Q.S. An-Nisa (4) : 72]"," Sesungguhnya di antara kamu pasti ada orang yang sangat enggan pergi (ke medan pertempuran). Jika kamu ditimpa musibah, dia berkata, “Sungguh, Allah telah menganugerahkan nikmat kepadaku karena aku tidak ikut berperang bersama mereka."" "
" وَلَئِنْ أَصَـٰبَكُمْ فَضْلٌ مِّنَ ٱللَّهِ لَيَقُولَنَّ كَأَن لَّمْ تَكُنۢ بَيْنَكُمْ وَبَيْنَهُۥ مَوَدَّةٌ يَـٰلَيْتَنِى كُنتُ مَعَهُمْ فَأَفُوزَ فَوْزًا عَظِيمًا 
 Sungguh, jika kamu mendapat karunia (kemenangan) dari Allah, tentulah dia mengatakan seakan-akan belum pernah ada hubungan kasih sayang antara kamu dengan dia, “Aduhai, sekiranya aku dahulu bersama mereka, tentu aku akan memperoleh kemenangan yang agung (pula).” 
[Q.S. An-Nisa (4) : 73]"," Sungguh, jika kamu mendapat karunia (kemenangan) dari Allah, tentulah dia mengatakan seakan-akan belum pernah ada hubungan kasih sayang antara kamu dengan dia, “Aduhai, sekiranya aku dahulu bersama mereka, tentu aku akan memperoleh kemenangan yang agung (pula).” "
" ۞ فَلْيُقَـٰتِلْ فِى سَبِيلِ ٱللَّهِ ٱلَّذِينَ يَشْرُونَ ٱلْحَيَوٰةَ ٱلدُّنْيَا بِٱلْـَٔاخِرَةِ ۚ وَمَن يُقَـٰتِلْ فِى سَبِيلِ ٱللَّهِ فَيُقْتَلْ أَوْ يَغْلِبْ فَسَوْفَ نُؤْتِيهِ أَجْرًا عَظِيمًا 
 Oleh karena itu, hendaklah orang-orang yang membeli kehidupan dunia dengan (kehidupan) akhirat berperang di jalan Allah! Siapa yang berperang di jalan Allah dan gugur atau memperoleh kemenangan niscaya kelak Kami anugerahkan kepadanya pahala yang sangat besar. 
[Q.S. An-Nisa (4) : 74]"," Oleh karena itu, hendaklah orang-orang yang membeli kehidupan dunia dengan (kehidupan) akhirat berperang di jalan Allah! Siapa yang berperang di jalan Allah dan gugur atau memperoleh kemenangan niscaya kelak Kami anugerahkan kepadanya pahala yang sangat besar. "
" وَمَا لَكُمْ لَا تُقَـٰتِلُونَ فِى سَبِيلِ ٱللَّهِ وَٱلْمُسْتَضْعَفِينَ مِنَ ٱلرِّجَالِ وَٱلنِّسَآءِ وَٱلْوِلْدَٰنِ ٱلَّذِينَ يَقُولُونَ رَبَّنَآ أَخْرِجْنَا مِنْ هَـٰذِهِ ٱلْقَرْيَةِ ٱلظَّالِمِ أَهْلُهَا وَٱجْعَل لَّنَا مِن لَّدُنكَ وَلِيًّا وَٱجْعَل لَّنَا مِن لَّدُنكَ نَصِيرًا 
 Mengapa kamu tidak berperang di jalan Allah dan (membela) orang-orang yang lemah dari (kalangan) laki-laki, perempuan, dan anak-anak yang berdoa, “Wahai Tuhan kami, keluarkanlah kami dari negeri ini (Makkah) yang penduduknya zalim. Berilah kami pelindung dari sisi-Mu dan berilah kami penolong dari sisi-Mu.” 
[Q.S. An-Nisa (4) : 75]"," Mengapa kamu tidak berperang di jalan Allah dan (membela) orang-orang yang lemah dari (kalangan) laki-laki, perempuan, dan anak-anak yang berdoa, “Wahai Tuhan kami, keluarkanlah kami dari negeri ini (Makkah) yang penduduknya zalim. Berilah kami pelindung dari sisi-Mu dan berilah kami penolong dari sisi-Mu.” "
" ٱلَّذِينَ ءَامَنُوا۟ يُقَـٰتِلُونَ فِى سَبِيلِ ٱللَّهِ ۖ وَٱلَّذِينَ كَفَرُوا۟ يُقَـٰتِلُونَ فِى سَبِيلِ ٱلطَّـٰغُوتِ فَقَـٰتِلُوٓا۟ أَوْلِيَآءَ ٱلشَّيْطَـٰنِ ۖ إِنَّ كَيْدَ ٱلشَّيْطَـٰنِ كَانَ ضَعِيفًا 
 Orang-orang yang beriman berperang di jalan Allah dan orang-orang yang kufur berperang di jalan tagut. Perangilah kawan-kawan setan itu. Sesungguhnya tipu daya setan itu lemah. 
[Q.S. An-Nisa (4) : 76]", Orang-orang yang beriman berperang di jalan Allah dan orang-orang yang kufur berperang di jalan tagut. Perangilah kawan-kawan setan itu. Sesungguhnya tipu daya setan itu lemah. 
" أَلَمْ تَرَ إِلَى ٱلَّذِينَ قِيلَ لَهُمْ كُفُّوٓا۟ أَيْدِيَكُمْ وَأَقِيمُوا۟ ٱلصَّلَوٰةَ وَءَاتُوا۟ ٱلزَّكَوٰةَ فَلَمَّا كُتِبَ عَلَيْهِمُ ٱلْقِتَالُ إِذَا فَرِيقٌ مِّنْهُمْ يَخْشَوْنَ ٱلنَّاسَ كَخَشْيَةِ ٱللَّهِ أَوْ أَشَدَّ خَشْيَةً ۚ وَقَالُوا۟ رَبَّنَا لِمَ كَتَبْتَ عَلَيْنَا ٱلْقِتَالَ لَوْلَآ أَخَّرْتَنَآ إِلَىٰٓ أَجَلٍ قَرِيبٍ ۗ قُلْ مَتَـٰعُ ٱلدُّنْيَا قَلِيلٌ وَٱلْـَٔاخِرَةُ خَيْرٌ لِّمَنِ ٱتَّقَىٰ وَلَا تُظْلَمُونَ فَتِيلًا 
 Tidakkah engkau memperhatikan orang-orang yang dikatakan kepada mereka, “Tahanlah tanganmu (dari berperang), tegakkanlah salat, dan tunaikanlah zakat!” Ketika mereka diwajibkan berperang, tiba-tiba segolongan mereka (munafik) takut kepada manusia (musuh) seperti ketakutan mereka kepada Allah, bahkan lebih takut daripada itu. Mereka berkata, “Wahai Tuhan kami, mengapa Engkau wajibkan berperang kepada kami? Mengapa tidak Engkau tangguhkan (kewajiban berperang) kepada kami beberapa waktu lagi?” Katakanlah, “Kesenangan di dunia ini hanyalah sedikit, sedangkan akhirat itu lebih baik bagi orang yang bertakwa dan kamu tidak akan dizalimi sedikit pun.” 
[Q.S. An-Nisa (4) : 77]"," Tidakkah engkau memperhatikan orang-orang yang dikatakan kepada mereka, “Tahanlah tanganmu (dari berperang), tegakkanlah salat, dan tunaikanlah zakat!” Ketika mereka diwajibkan berperang, tiba-tiba segolongan mereka (munafik) takut kepada manusia (musuh) seperti ketakutan mereka kepada Allah, bahkan lebih takut daripada itu. Mereka berkata, “Wahai Tuhan kami, mengapa Engkau wajibkan berperang kepada kami? Mengapa tidak Engkau tangguhkan (kewajiban berperang) kepada kami beberapa waktu lagi?” Katakanlah, “Kesenangan di dunia ini hanyalah sedikit, sedangkan akhirat itu lebih baik bagi orang yang bertakwa dan kamu tidak akan dizalimi sedikit pun.” "
" أَيْنَمَا تَكُونُوا۟ يُدْرِككُّمُ ٱلْمَوْتُ وَلَوْ كُنتُمْ فِى بُرُوجٍ مُّشَيَّدَةٍ ۗ وَإِن تُصِبْهُمْ حَسَنَةٌ يَقُولُوا۟ هَـٰذِهِۦ مِنْ عِندِ ٱللَّهِ ۖ وَإِن تُصِبْهُمْ سَيِّئَةٌ يَقُولُوا۟ هَـٰذِهِۦ مِنْ عِندِكَ ۚ قُلْ كُلٌّ مِّنْ عِندِ ٱللَّهِ ۖ فَمَالِ هَـٰٓؤُلَآءِ ٱلْقَوْمِ لَا يَكَادُونَ يَفْقَهُونَ حَدِيثًا 
 Di mana pun kamu berada, kematian akan mendatangimu, meskipun kamu berada dalam benteng yang kukuh. Jika mereka (orang-orang munafik) memperoleh suatu kebaikan, mereka berkata, “Ini dari sisi Allah” dan jika mereka ditimpa suatu keburukan, mereka berkata, “Ini dari engkau (Nabi Muhammad).” Katakanlah, “Semuanya (datang) dari sisi Allah.” Mengapa orang-orang itu hampir tidak memahami pembicaraan? 
[Q.S. An-Nisa (4) : 78]"," Di mana pun kamu berada, kematian akan mendatangimu, meskipun kamu berada dalam benteng yang kukuh. Jika mereka (orang-orang munafik) memperoleh suatu kebaikan, mereka berkata, “Ini dari sisi Allah” dan jika mereka ditimpa suatu keburukan, mereka berkata, “Ini dari engkau (Nabi Muhammad).” Katakanlah, “Semuanya (datang) dari sisi Allah.” Mengapa orang-orang itu hampir tidak memahami pembicaraan? "
" مَّآ أَصَابَكَ مِنْ حَسَنَةٍ فَمِنَ ٱللَّهِ ۖ وَمَآ أَصَابَكَ مِن سَيِّئَةٍ فَمِن نَّفْسِكَ ۚ وَأَرْسَلْنَـٰكَ لِلنَّاسِ رَسُولًا ۚ وَكَفَىٰ بِٱللَّهِ شَهِيدًا 
 Kebaikan (nikmat) apa pun yang kamu peroleh (berasal) dari Allah, sedangkan keburukan (bencana) apa pun yang menimpamu itu disebabkan oleh (kesalahan) dirimu sendiri. Kami mengutus engkau (Nabi Muhammad) menjadi Rasul kepada (seluruh) manusia. Cukuplah Allah sebagai saksi. 
[Q.S. An-Nisa (4) : 79]"," Kebaikan (nikmat) apa pun yang kamu peroleh (berasal) dari Allah, sedangkan keburukan (bencana) apa pun yang menimpamu itu disebabkan oleh (kesalahan) dirimu sendiri. Kami mengutus engkau (Nabi Muhammad) menjadi Rasul kepada (seluruh) manusia. Cukuplah Allah sebagai saksi. "
" مَّن يُطِعِ ٱلرَّسُولَ فَقَدْ أَطَاعَ ٱللَّهَ ۖ وَمَن تَوَلَّىٰ فَمَآ أَرْسَلْنَـٰكَ عَلَيْهِمْ حَفِيظًا 
 Siapa yang menaati Rasul (Muhammad), maka sungguh telah menaati Allah. Siapa yang berpaling, maka Kami tidak mengutus engkau (Nabi Muhammad) sebagai pemelihara[^159] mereka.  [^159]: Rasul tidak bertanggung jawab atas perbuatan-perbuatan mereka dan tidak menjamin agar mereka tidak berbuat kesalahan. 
[Q.S. An-Nisa (4) : 80]"," Siapa yang menaati Rasul (Muhammad), maka sungguh telah menaati Allah. Siapa yang berpaling, maka Kami tidak mengutus engkau (Nabi Muhammad) sebagai pemelihara[^159] mereka.  [^159]: Rasul tidak bertanggung jawab atas perbuatan-perbuatan mereka dan tidak menjamin agar mereka tidak berbuat kesalahan. "
" وَيَقُولُونَ طَاعَةٌ فَإِذَا بَرَزُوا۟ مِنْ عِندِكَ بَيَّتَ طَآئِفَةٌ مِّنْهُمْ غَيْرَ ٱلَّذِى تَقُولُ ۖ وَٱللَّهُ يَكْتُبُ مَا يُبَيِّتُونَ ۖ فَأَعْرِضْ عَنْهُمْ وَتَوَكَّلْ عَلَى ٱللَّهِ ۚ وَكَفَىٰ بِٱللَّهِ وَكِيلًا 
 Mereka (orang-orang munafik) berkata, “(Kewajiban kami hanyalah) taat.” Akan tetapi, apabila mereka telah pergi darimu (Nabi Muhammad), sebagian mereka mengatur siasat pada malam hari (mengambil keputusan) berbeda dari yang telah mereka katakan. Allah mencatat siasat yang mereka atur pada malam hari itu. Berpalinglah dari mereka dan bertawakallah kepada Allah. Cukuplah Allah sebagai pelindung. 
[Q.S. An-Nisa (4) : 81]"," Mereka (orang-orang munafik) berkata, “(Kewajiban kami hanyalah) taat.” Akan tetapi, apabila mereka telah pergi darimu (Nabi Muhammad), sebagian mereka mengatur siasat pada malam hari (mengambil keputusan) berbeda dari yang telah mereka katakan. Allah mencatat siasat yang mereka atur pada malam hari itu. Berpalinglah dari mereka dan bertawakallah kepada Allah. Cukuplah Allah sebagai pelindung. "
" أَفَلَا يَتَدَبَّرُونَ ٱلْقُرْءَانَ ۚ وَلَوْ كَانَ مِنْ عِندِ غَيْرِ ٱللَّهِ لَوَجَدُوا۟ فِيهِ ٱخْتِلَـٰفًا كَثِيرًا 
 Tidakkah mereka menadaburi Al-Qur’an? Seandainya (Al-Qur’an) itu tidak datang dari sisi Allah, tentulah mereka menemukan banyak pertentangan di dalamnya. 
[Q.S. An-Nisa (4) : 82]"," Tidakkah mereka menadaburi Al-Qur’an? Seandainya (Al-Qur’an) itu tidak datang dari sisi Allah, tentulah mereka menemukan banyak pertentangan di dalamnya. "
" وَإِذَا جَآءَهُمْ أَمْرٌ مِّنَ ٱلْأَمْنِ أَوِ ٱلْخَوْفِ أَذَاعُوا۟ بِهِۦ ۖ وَلَوْ رَدُّوهُ إِلَى ٱلرَّسُولِ وَإِلَىٰٓ أُو۟لِى ٱلْأَمْرِ مِنْهُمْ لَعَلِمَهُ ٱلَّذِينَ يَسْتَنۢبِطُونَهُۥ مِنْهُمْ ۗ وَلَوْلَا فَضْلُ ٱللَّهِ عَلَيْكُمْ وَرَحْمَتُهُۥ لَٱتَّبَعْتُمُ ٱلشَّيْطَـٰنَ إِلَّا قَلِيلًا 
 Apabila datang kepada mereka suatu berita tentang keamanan (kemenangan) atau ketakutan (kekalahan), mereka menyebarluaskannya. Padahal, seandainya mereka menyerahkannya kepada Rasul dan ululamri (pemegang kekuasaan) di antara mereka, tentulah orang-orang yang ingin mengetahui kebenarannya (akan dapat) mengetahuinya (secara resmi) dari mereka (Rasul dan ululamri). Sekiranya bukan karena karunia dan rahmat Allah kepadamu, tentulah engkau mengikuti setan, kecuali sebagian kecil saja (di antara kamu). 
[Q.S. An-Nisa (4) : 83]"," Apabila datang kepada mereka suatu berita tentang keamanan (kemenangan) atau ketakutan (kekalahan), mereka menyebarluaskannya. Padahal, seandainya mereka menyerahkannya kepada Rasul dan ululamri (pemegang kekuasaan) di antara mereka, tentulah orang-orang yang ingin mengetahui kebenarannya (akan dapat) mengetahuinya (secara resmi) dari mereka (Rasul dan ululamri). Sekiranya bukan karena karunia dan rahmat Allah kepadamu, tentulah engkau mengikuti setan, kecuali sebagian kecil saja (di antara kamu). "
" فَقَـٰتِلْ فِى سَبِيلِ ٱللَّهِ لَا تُكَلَّفُ إِلَّا نَفْسَكَ ۚ وَحَرِّضِ ٱلْمُؤْمِنِينَ ۖ عَسَى ٱللَّهُ أَن يَكُفَّ بَأْسَ ٱلَّذِينَ كَفَرُوا۟ ۚ وَٱللَّهُ أَشَدُّ بَأْسًا وَأَشَدُّ تَنكِيلًا 
 Maka, berperanglah engkau (Nabi Muhammad) di jalan Allah. Tidaklah engkau dibebani (tanggung jawab), kecuali (yang terkait) dengan dirimu sendiri. Kobarkanlah (semangat) orang-orang mukmin (untuk berperang). Semoga Allah menolak serangan orang-orang yang kufur itu. Allah sangat dahsyat kekuatan-Nya dan sangat keras siksaan-Nya. 
[Q.S. An-Nisa (4) : 84]"," Maka, berperanglah engkau (Nabi Muhammad) di jalan Allah. Tidaklah engkau dibebani (tanggung jawab), kecuali (yang terkait) dengan dirimu sendiri. Kobarkanlah (semangat) orang-orang mukmin (untuk berperang). Semoga Allah menolak serangan orang-orang yang kufur itu. Allah sangat dahsyat kekuatan-Nya dan sangat keras siksaan-Nya. "
" مَّن يَشْفَعْ شَفَـٰعَةً حَسَنَةً يَكُن لَّهُۥ نَصِيبٌ مِّنْهَا ۖ وَمَن يَشْفَعْ شَفَـٰعَةً سَيِّئَةً يَكُن لَّهُۥ كِفْلٌ مِّنْهَا ۗ وَكَانَ ٱللَّهُ عَلَىٰ كُلِّ شَىْءٍ مُّقِيتًا 
 Siapa yang memberi pertolongan yang baik niscaya akan memperoleh bagian (pahala) darinya. Siapa yang memberi pertolongan yang buruk niscaya akan menanggung bagian (dosa) darinya. Allah Maha Kuasa atas segala sesuatu. 
[Q.S. An-Nisa (4) : 85]", Siapa yang memberi pertolongan yang baik niscaya akan memperoleh bagian (pahala) darinya. Siapa yang memberi pertolongan yang buruk niscaya akan menanggung bagian (dosa) darinya. Allah Maha Kuasa atas segala sesuatu. 
" وَإِذَا حُيِّيتُم بِتَحِيَّةٍ فَحَيُّوا۟ بِأَحْسَنَ مِنْهَآ أَوْ رُدُّوهَآ ۗ إِنَّ ٱللَّهَ كَانَ عَلَىٰ كُلِّ شَىْءٍ حَسِيبًا 
 Apabila kamu dihormati dengan suatu penghormatan (salam), balaslah penghormatan itu dengan yang lebih baik daripadanya atau balaslah dengan yang sepadan. Sesungguhnya Allah Maha Memperhitungkan segala sesuatu. 
[Q.S. An-Nisa (4) : 86]"," Apabila kamu dihormati dengan suatu penghormatan (salam), balaslah penghormatan itu dengan yang lebih baik daripadanya atau balaslah dengan yang sepadan. Sesungguhnya Allah Maha Memperhitungkan segala sesuatu. "
" ٱللَّهُ لَآ إِلَـٰهَ إِلَّا هُوَ ۚ لَيَجْمَعَنَّكُمْ إِلَىٰ يَوْمِ ٱلْقِيَـٰمَةِ لَا رَيْبَ فِيهِ ۗ وَمَنْ أَصْدَقُ مِنَ ٱللَّهِ حَدِيثًا 
 Allah, tidak ada tuhan selain Dia. Sungguh, Dia pasti mengumpulkan kamu pada hari Kiamat yang tidak ada keraguan di dalamnya. Siapakah yang lebih benar perkataannya daripada Allah? 
[Q.S. An-Nisa (4) : 87]"," Allah, tidak ada tuhan selain Dia. Sungguh, Dia pasti mengumpulkan kamu pada hari Kiamat yang tidak ada keraguan di dalamnya. Siapakah yang lebih benar perkataannya daripada Allah? "
" ۞ فَمَا لَكُمْ فِى ٱلْمُنَـٰفِقِينَ فِئَتَيْنِ وَٱللَّهُ أَرْكَسَهُم بِمَا كَسَبُوٓا۟ ۚ أَتُرِيدُونَ أَن تَهْدُوا۟ مَنْ أَضَلَّ ٱللَّهُ ۖ وَمَن يُضْلِلِ ٱللَّهُ فَلَن تَجِدَ لَهُۥ سَبِيلًا 
 Mengapa kamu (wahai orang mukmin) (terpecah) menjadi dua golongan dalam (menghadapi) orang-orang munafik, padahal Allah telah mengembalikan mereka (pada kekufuran) karena usaha mereka sendiri? Apakah kamu bermaksud memberi petunjuk kepada orang yang telah dibiarkan sesat oleh Allah? Siapa yang dibiarkan sesat oleh Allah niscaya engkau (Nabi Muhammad) tidak akan menemukan jalan baginya (untuk diberi petunjuk). 
[Q.S. An-Nisa (4) : 88]"," Mengapa kamu (wahai orang mukmin) (terpecah) menjadi dua golongan dalam (menghadapi) orang-orang munafik, padahal Allah telah mengembalikan mereka (pada kekufuran) karena usaha mereka sendiri? Apakah kamu bermaksud memberi petunjuk kepada orang yang telah dibiarkan sesat oleh Allah? Siapa yang dibiarkan sesat oleh Allah niscaya engkau (Nabi Muhammad) tidak akan menemukan jalan baginya (untuk diberi petunjuk). "
